id,collection,dc.contributor.author,dc.contributor.editor,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.relation.isnodouble,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.ecitpid,ethz.ecolpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.isNewVersionOf,ethz.relation.isPartOf,ethz.relation.isPreviousVersionOf,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.tag,ethz.title.subtitle,ethz.version.deposit
"106645","20.500.11850/8","Lieberherr, Eva||Ingold, Karin",,,"2017-06-11T20:55:33Z","2017-06-11T20:55:33Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/106678","en","International Conference on Public Policy Association",,,,,"Beyond a logic of effectiveness: Horizontal coordination, democratic legitimacy and accountability","Conference Paper","Metadata only",,,"2017-06-11T20:56:08Z","pub:166945",,"yes","2015 International Conference on Public Policy","July 1-4, 2015","Milan, Italy",,,,,,,"imp593653abc07d989185",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","08693","08693",,,,"Milan","published",,,,,"2017-07-13T15:41:13Z","2020-02-14T15:54:09Z","true","29 p.","ECIT",,,
"108187","20.500.11850/10","Komendantova, Nadejda||Mozichuki, Junko",,,"2017-06-11T21:47:51Z","2017-06-11T21:47:51Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/108220","en","Society for Integrated Disaster Risk Management",,,,,"Impacts of risk perceptions on decision-making: case studies oft he 1995 Kobe, the 2004 Sumatra-Andaman and the 2011 Tohoku earthquake.","Other Conference Item","Metadata only","TIFAC-IDRiM Abstracts Booklet, Disaster Risk Reduction: Challenges and Opportunities for Sustaiable Growth",,"2017-06-11T21:47:54Z","pub:169015",,"yes","6th Annual Conference of the International Society for Integrated Disaster Risk Management (IDRiM 2015)","October 28-30, 2015","New Delhi, India",,,,,,,"imp593653ca75ba169216",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451",,"86","86","New Delhi","published",,,,,"2017-07-12T16:30:07Z","2018-11-02T20:56:50Z","true",,"ECIT",,,
"108186","20.500.11850/10","Komendantova, Nadejda||Leroy, C.",,,"2017-06-11T21:47:51Z","2017-06-11T21:47:51Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/108219","en",,,,,,"Addressing Impacts of Natural Hazards on Electricity Transmission Networks","Other Conference Item","Metadata only",,,"2017-06-11T21:47:54Z","pub:169014",,"yes","6th Annual Conference of the International Society for Integrated Disaster Risk Management","October 28-30, 2015","New Delhi, India",,,,,,,"imp593653ca7469747272",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451",,,,,"unpublished",,,,,"2017-07-12T16:30:11Z","2018-11-02T20:56:49Z","true",,"ECIT",,,
"106157","20.500.11850/12","Patt, Anthony",,,"2017-06-11T20:30:21Z","2017-06-11T20:30:21Z","2015",,,,,"978-1-107-02406-9||978-1-107-61497-0",,,,"http://hdl.handle.net/20.500.11850/106190","en","Cambridge University Press",,,,,"Transforming Energy","Monograph","Metadata only",,,"2017-06-11T20:30:53Z","pub:166158",,"yes",,,,,,,,,,"imp593653a21bd3f55084","010432787","84953742983",,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451",,,,"New York, NY","published",,,,,"2017-07-13T14:43:00Z","2018-11-02T20:23:54Z","true","349 S.","ECIT",,"Solving Climate Change with Technology Policy",
"105652","20.500.11850/10","Scolobig, Anna",,,"2017-06-11T20:15:09Z","2017-06-11T20:15:09Z","2015",,,,,,"1029-7006||1607-7962",,,"http://hdl.handle.net/20.500.11850/105685","en","Copernicus",,,,,"Water management and trans-disciplinary research: What is the role for social sciences?","Other Conference Item","Metadata only",,,"2017-06-11T20:15:48Z","pub:165457",,"yes","European Geosciences Union General Assembly (EGU 2015)","April 12-17, 2015","Vienna, Austria",,,,,,,"imp593653979229e63461",,,,,"GRA",,"Geophysical Research Abstracts","17","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451",,,"EGU2015-13228","Katlenburg-Lindau","published",,,,,"2017-07-12T14:50:58Z","2018-11-02T20:16:54Z","true","1 p.","ECIT",,,
"237836","20.500.11850/14","Komendantova, Nadejda||Leroy, Cyril||Battaglini, Antonella","Niglia, Alessandro",,"2018-06-07T06:11:58Z","2017-06-11T20:15:14Z||2018-05-08T10:39:16Z||2018-06-07T06:11:58Z","2015",,,,,"978-1-61499-571-5||978-1-61499-572-2",,,,"http://hdl.handle.net/20.500.11850/105693","en","IOS Press",,,,"Electricity transmission infrastructure||Risk governance||Multi-risk||Ris assessment","Protection of Electricity Transmission Infrastructure from Natural Hazards: from Multi-Risk Assessment to Multi-Risk Governance","Book Chapter","Metadata only","The Protection of Critical Energy Infrastructure Against Emerging Security Challenges",,"2017-06-11T20:15:48Z","pub:165467",,"yes",,,,,,,,,,"imp59365397c064d10603",,,,,,,"NATO Science for Peace and Security Series - D: Information and Communication Security","43","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451",,"71","57","Amsterdam","published",,,,,"2018-06-07T06:12:01Z","2018-06-07T06:12:01Z","true",,"ECIT",,,
"105852","20.500.11850/21","Komendantova, Nadejda||Linnerooth-Bayer, Joanne",,,"2017-06-11T20:21:15Z","2017-06-11T20:21:15Z","2015",,"The goal of this work is to identify how successful actions implemented of transmission systems operators in cooperation with non-governmental organisations and academia to address public concerns about the deployment of electricity transmission infrastructure in four pilot projects. <br/> This publication includes three sets of results: 1) evaluation of stakeholder concerns according to guiding principles and the group of stakeholders, 2) evaluation of separate actions, 3) to address these concerns and evaluation of BESTGRID as an entire process to address stakeholders concerns.",,,,,,,"http://hdl.handle.net/20.500.11850/105885","en","BestGrid",,,,,"Public protests against deployment of electricity transmission infrastructure in Europe: what are successful actions to deal with issues of public acceptance? Evaluation of best practices application, with revisions to protocol and action plans","Report","Metadata only",,,"2017-06-11T20:21:50Z","pub:165683",,"yes",,,,,,,,,,"imp5936539b6303810921",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451","Deliverable 2.4. BestGrid Project.",,,"Brüssel","published",,,,,"2017-07-15T10:50:43Z","2018-11-02T20:19:04Z","true","105 p.","ECIT",,,
"106789","20.500.11850/3","Baumberger, Christoph",,,"2017-06-11T20:58:32Z","2017-06-11T20:58:32Z","2015",,,,,,"2372-0883",,,"http://hdl.handle.net/20.500.11850/106822","en","International Society for the Philosophy of Architecture",,,,,"The Ethical Criticism of Architecture. In Defense of Moderate Moralism","Journal Article","Metadata only",,,"2017-06-11T20:58:39Z","pub:167234",,"yes",,,,,,,,,,"imp593653aeca45f75136",,,,,,"2","Architecture Philosophy","1","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::08804 - Environmental Philosophy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::08804 - Environmental Philosophy","08804","08804",,"197","179","s.l.","published",,,,,"2017-07-13T10:46:58Z","2018-11-02T20:32:18Z","true",,"ECIT",,,
"106790","20.500.11850/14","Baumberger, Christoph","Gleiter, Jörg H.||Schwarte, Ludger",,"2017-06-11T20:58:32Z","2017-06-11T20:58:32Z","2015",,,,,"978-3-8376-2464-9||3-8376-2464-1",,,,"http://hdl.handle.net/20.500.11850/106823","de","transcript",,,,,"Architekturphilosophie: Ihre Abgrenzung von der Architekturtheorie und ihre Verortung in der Philosophie","Book Chapter","Metadata only","Architektur und Philosophie: Grundlagen. Standpunkte. Perspektiven",,"2017-06-11T20:58:39Z","pub:167235",,"yes",,,,,,,,,,"imp593653aecf91965120","010430738",,,,,,"ArchitekturDenken","8","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::08804 - Environmental Philosophy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::08804 - Environmental Philosophy","08804","08804",,"73","58","Bielefeld","published",,,,,"2017-07-13T10:46:57Z","2018-11-02T20:32:20Z","true",,"ECIT",,,
"106713","20.500.11850/10","Hansson, Lisa||Leiren, Merethe||Lieberherr, Eva",,,"2017-06-11T20:57:44Z","2017-06-11T20:57:44Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/106746","en",,,,,,"Liberalization and accountability adaptation: Insights from the water and transport sectors","Other Conference Item","Metadata only",,,"2017-06-11T20:58:39Z","pub:167019",,"yes","International Research Society for Public Management Conference (IRSPM 2015)","March 30 - April 01, 2015","Birmingham, United Kingdom",,,,,,,"imp593653ad1c65276715",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","08693","08693",,,,,"published",,,,,"2017-07-13T15:41:58Z","2020-02-14T15:54:41Z","true",,"ECIT",,,
"106642","20.500.11850/8","Lieberherr, Eva||Uno, Jiro",,,"2017-06-11T20:55:31Z","2017-06-11T20:55:31Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/106675","en",,,,,,"Perseverance of municipal control: A comparative analysis of Switzerland and Japan","Conference Paper","Metadata only",,,"2017-06-11T20:56:08Z","pub:166942",,"yes","International Conference on Public Policy (ICPP 2015)","July 1-4, 2015","Milan, Italy",,,,,,,"imp593653abb7f7e44472",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","08693","08693",,,,,"published",,,,,"2017-07-13T19:08:51Z","2020-02-14T15:54:07Z","true",,"ECIT",,,
"106649","20.500.11850/21","de Buren, Guillaume||Steinmann, Kathrin||Lieberherr, Eva",,,"2017-06-11T20:55:34Z","2017-06-11T20:55:34Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/106682","fr","l’Office fédéral de l’environnement (OFEV)",,,,,"Les soutiens de l’Union européenne dans le domaine de la forêt au regard des programmes helvétiques: Une étude conduite sur mandat de l’Office fédéral de l’environnement (OFEV)","Report","Metadata only",,,"2017-06-11T20:56:08Z","pub:166950",,"yes",,,,,,,,,,"imp593653abc8fe661503",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","08693","08693",,,,"Bern","published",,,,,"2017-07-13T14:04:55Z","2020-02-14T15:54:12Z","true","81 p.","ECIT",,,
"102950","20.500.11850/5","Hall, Marcus||Forêt, Philippe||Küffer, Christoph||Pouliot, Alison||Wiedmer, Caroline",,,"2017-06-11T18:38:29Z","2017-06-11T18:38:29Z","2015",,,,,,"0940-5550",,"10.14512/gaia.24.2.14","http://hdl.handle.net/20.500.11850/102983","en","Oekom",,,,"Environmental humanities||Grand societal challenges||Metadiscipline||Science and society||Switzerland","Seeing the Environment through the Humanities. A New Window on Grand Societal Challenges","Other Journal Item","Metadata only",,,"2017-06-11T18:39:24Z","pub:161150",,"yes",,,,,,,,,,"imp5936535d0672733557","000619601",,,,"Gaia","2","GAIA - Ecological Perspectives for Science and Society","24","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","02351||03706","02351||03706","Published 1 January 2015.","136","134","München","published",,,,,"2017-07-13T08:57:22Z","2018-11-02T19:37:47Z","true",,"ECIT",,,
"106648","20.500.11850/10","Lieberherr, Eva||Klenk, Tanja",,,"2017-06-11T20:55:34Z","2017-06-11T20:55:34Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/106681","en",,,,,,"From NPM reforms towards post-NPM shifts: Changing accountability regimes and privatized systems of public service provision","Other Conference Item","Metadata only",,,"2017-06-11T20:56:08Z","pub:166948",,"yes","International Conference on Public Policy","July 1-4, 2015","Milan, Italy",,,,,,,"imp593653abc5ce949237",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","08693","08693",,,,,"published",,,,,"2017-07-15T03:09:52Z","2020-02-14T15:54:11Z","true",,"ECIT",,,
"105853","20.500.11850/21","Komendantova, Nadejda||Linnerooth-Bayer, Joanne",,,"2017-06-11T20:21:15Z","2017-06-11T20:21:15Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/105886","en","BestGrid",,,,,"Report on evaluation of quantified indicators, detailing the effects of best practices application for policy-makers and stakeholders","Report","Metadata only",,,"2017-06-11T20:21:50Z","pub:165684",,"yes",,,,,,,,,,"imp5936539b64aed81832",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451","Deliverable 2.4. BestGrid Project.",,,"Brüssel","published",,,,,"2017-07-18T18:33:34Z","2018-11-02T20:19:05Z","true","37 p.","ECIT",,,
"108730","20.500.11850/10","Thöni, Valerie||McMillan, Linda||Gérard, Sophie||Adler, Carolina E.",,,"2017-06-11T22:07:38Z","2017-06-11T22:07:38Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/108763","en",,,,,,"Supporting Sustainable Tourism Development in Mountain Regions: Experiences from the UIAA's Mountain Protection Award","Other Conference Item","Metadata only",,,"2017-06-11T22:08:08Z","pub:169776",,"yes","Perth III: Mountains of our Future Earth","October 4-8, 2015","Perth, UK",,,,,,,"imp593653d5251df22016",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::08804 - Environmental Philosophy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::08804 - Environmental Philosophy","08804","08804","Conference Lecture on 7 October 2015.",,,,"unpublished",,,,,"2017-07-18T14:58:04Z","2018-11-02T21:08:40Z","true",,"ECIT",,,
"108189","20.500.11850/3","Nel, D.||Komendantova, Nadejda",,,"2017-06-11T21:50:41Z","2017-06-11T21:50:41Z","2015",,,,,,"1997-7441",,,"http://hdl.handle.net/20.500.11850/108222","en","Department of Political Science and Public Administration",,,,,"Risks and barriers in renewable energy development in South Africa through Independent Power Production","Journal Article","Metadata only",,,"2017-06-11T21:51:44Z","pub:169019",,"yes",,,,,,,,,,"imp593653ca7b44e52127",,,,,,"1","African Journal of Public Affairs","8","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451",,"67","48","University of Dar-es-Salaam","published",,,,,"2017-07-13T19:12:19Z","2018-11-02T20:56:52Z","true",,"ECIT",,,
"107173","20.500.11850/10","Baumberger, Christoph",,,"2017-06-11T21:19:43Z","2017-06-11T21:19:43Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/107206","de",,,,,,"Funktion und Gebrauch","Other Conference Item","Metadata only",,,"2017-06-11T21:19:57Z","pub:167641",,"yes","2. Forum Architekturwissenschaft - Architektur im Gebrauch: Gebaute Umwelt als Lebenswelt","November 25-27, 2015","Darmstadt, Germany",,,,,,,"imp593653b6a36ac93224",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::08804 - Environmental Philosophy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::08804 - Environmental Philosophy","08804","08804","Conference lecture on 26 November 2015.",,,,"unpublished",,,,,"2017-07-26T20:45:48Z","2018-11-02T20:38:44Z","true",,"ECIT",,,
"107174","20.500.11850/10","Baumberger, Christoph||Brun, Georg",,,"2017-06-11T21:19:44Z","2017-06-11T21:19:44Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/107207","en",,,,,,"Objectual Understanding and Equilibrium","Other Conference Item","Metadata only",,,"2017-06-11T21:19:57Z","pub:167642",,"yes","9. International Congress of the Society for Analytic Philosophy (GAP)","September 14-17, 2015","Osnabrück, Germany",,,,,,,"imp593653b6a64e013212",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::08804 - Environmental Philosophy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::08804 - Environmental Philosophy","08804","08804","Conference lecture on 15 September 2015.",,,,"unpublished",,,,,"2017-07-18T10:04:31Z","2018-11-02T20:38:45Z","true",,"ECIT",,,
"107176","20.500.11850/10","Baumberger, Christoph||Brun, Georg",,,"2017-06-11T21:19:44Z","2017-06-11T21:19:44Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/107209","en",,,,,,"Dimensions of Objectual Understanding","Other Conference Item","Metadata only",,,"2017-06-11T21:19:57Z","pub:167644",,"yes",,"January 27, 2015","Karlsruhe Institute of Technology",,,,,,,"imp593653b6a955f77330",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::08804 - Environmental Philosophy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::08804 - Environmental Philosophy","08804","08804","Conference Lecture on 27 January 2015.",,,,"unpublished",,,,,"2017-07-26T20:46:10Z","2018-11-02T20:38:48Z","true",,"ECIT",,,
