id,collection,dc.contributor.author,dc.contributor.editor,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.date.retentionend,ethz.date.retentionendDate,ethz.ecitpid,ethz.ecolpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.hasPart,ethz.relation.isNewVersionOf,ethz.relation.isPartOf,ethz.relation.isSupplementTo,ethz.relation.isSupplementedBy,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.version.deposit,ethz.version.edition
"322867","20.500.11850/3","Tuck, Sean L.||O'Brien, Michael J.||Philipson, Christopher D.||Saner, Philippe||Tanadini, Matteo||Dzulkifli, Dzaeman||Godfray, H. Charles J.||Godoong, Elia||Nilus, Reuben||Ong, Robert C.||Schmid, Bernhard||Sinun, Waidi||Snaddon, Jake L.||Snoep, Martijn||Tangki, Hamzah||Tay, John||Ulok, Philip||Wai, Yap S.||Weilenmann, Maja||Reynolds, Glen||Hector, Andy",,,"2019-12-05T11:45:22Z","2017-06-12T17:28:13Z||2019-12-05T11:45:22Z","2016-12","2016-12-14","One of the main environmental threats in the tropics is selective logging, which has degraded large areas of forest. In southeast Asia, enrichment planting with seedlings of the dominant group of dipterocarp tree species aims to accelerate restoration of forest structure and functioning. The role of tree diversity in forest restoration is still unclear, but the ‘insurance hypothesis’ predicts that in temporally and spatially varying environments planting mixtures may stabilize functioning owing to differences in species traits and ecologies. To test for potential insurance effects, we analyse the patterns of seedling mortality and growth in monoculture and mixture plots over the first decade of the Sabah biodiversity experiment. Our results reveal the species differences required for potential insurance effects including a trade-off in which species with denser wood have lower growth rates but higher survival. This trade-off was consistent over time during the first decade, but growth and mortality varied spatially across our 500 ha experiment with species responding to changing conditions in different ways. Overall, average survival rates were extreme in monocultures than mixtures consistent with a potential insurance effect in which monocultures of poorly surviving species risk recruitment failure, whereas monocultures of species with high survival have rates of self-thinning that are potentially wasteful when seedling stocks are limited. Longer-term monitoring as species interactions strengthen will be needed to more comprehensively test to what degree mixtures of species spread risk and use limited seedling stocks more efficiently to increase diversity and restore ecosystem structure and functioning.","application/pdf","10.3929/ethz-b-000124348",,"0080-4649||0950-1193||1471-2954||0962-8452",,"10.1098/rspb.2016.1451","http://hdl.handle.net/20.500.11850/124348","en","Royal Society of London","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Selective logging||Tropical forest||Forest restoration||Biodiversity and ecosystem functioning||Sabah biodiversity experiment||Dipterocarpaceae","The value of biodiversity for the functioning of tropical forests: Insurance effects during the first decade of the sabah biodiversity experiment","Journal Article","Open access",,,"2017-06-12T17:29:03Z",,,,"pub:186826",,"yes",,,,,,,,,,"imp593654fc11b5653920","000557240","85006100732",,"000390404200008","Proc R Soc Lond B Biol Sci","1844","Proceedings of the Royal Society B: Biological Sciences","283","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","03723","03723",,,"20161451","London","published",,,,,,,"2017-07-15T00:47:02Z","2023-02-06T17:56:16Z","true","10 p.","ECIT","publishedVersion",
"122532","20.500.11850/3","Thrippleton, Timothy||Bugmann, Harald||Kramer-Priewasser, Kathrin||Snell, Rebecca S.",,,"2017-06-12T15:49:18Z","2017-06-12T15:49:18Z","2016-11",,,,,,"1432-9840||1435-0629",,"10.1007/s10021-016-9999-5","http://hdl.handle.net/20.500.11850/122565","en","Springer",,,"Herbaceous vegetation||Overstorey-understorey interactions||Arrested succession||Black Forest||Dischma valley||Central Alps||Dynamic vegetation model","Herbaceous Understorey: An Overlooked Player in Forest Landscape Dynamics?","Journal Article","Metadata only",,,"2017-06-12T15:55:48Z",,,,"pub:184887",,"yes",,,,,,,,,,"imp593654dceddc257413","001907184",,,"000386709800007",,"7","Ecosystems","19","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","03535","03535",,"1254","1240","New York","published",,,,,,,"2017-07-15T01:32:50Z","2020-02-14T17:30:07Z","true",,"ECIT",,
"118964","20.500.11850/3","Ma, Siyan||Baldocchi, Dennis||Wolf, Sebastian||Verfaillie, Joseph",,,"2017-06-12T10:06:42Z","2017-06-12T10:06:42Z","2016-11",,,,,,"0168-1923||1873-2240",,"10.1016/j.agrformet.2016.07.016","http://hdl.handle.net/20.500.11850/118997","en","Elsevier",,,"CO2 fluxes||Eddy-covariance||Drought||Precipitation||Climate extremes||AmeriFlux","Slow ecosystem responses conditionally regulate annual carbon balance over 15 years in Californian oak-grass savanna","Journal Article","Metadata only",,,"2017-06-12T10:07:23Z",,,,"pub:180984",,"yes",,,,,,,,,,"imp593654984a25831062","000024639","84979052900",,"000383295200021","Agric. for. meteorol.",,"Agricultural and Forest Meteorology","228-229","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","03798","03798","Published online 25 July 2016.","264","252","Amsterdam","published",,,,,,,"2017-07-15T15:04:27Z","2020-02-14T17:07:41Z","true",,"ECIT",,
"188747","20.500.11850/3","Rudow, Andreas",,,"2017-10-24T12:22:51Z","2017-06-12T18:02:00Z||2017-10-24T12:22:51Z","2016-11",,,,,,"0036-7818||2235-1469",,"10.3188/szf.2016.0341","http://hdl.handle.net/20.500.11850/125294","de","Schweizerischer Forstverein",,,,"Generhaltung in bestehenden Waldreservaten","Journal Article","Metadata only",,"DDC - DDC::6 - Technology, medicine and applied sciences::630 - Agriculture","2017-06-12T18:02:07Z",,,,"pub:187882",,"yes",,,,,,,,,,"imp5936550d6bd0335508","000026980",,,,"Schweiz. Z. Forstwes.","6","Schweizerische Zeitschrift für Forstwesen","167","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems||ETH Zürich::00002 - ETH Zürich, direkt::00012 - Lehre und Forschung, direkt::00007 - Departemente, direkt::02350 - Departement Umweltsystemwissenschaften / Department of Environmental Systems Science::02720 - Institut für Integrative Biologie (IBZ) / Institute of Integrative Biology (IBZ)::03297 - Holdenrieder, Ottmar (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","03535||02722||03297","03535","Project website: www.genres.ethz.ch.","347","344","Zürich","published",,,,,,,"2017-10-24T12:22:53Z","2022-03-28T17:50:11Z","true",,"ECIT",,
"113187","20.500.11850/3","Martin-Benito, Dario||Ummenhofer, Caroline C.||Köse, Nesibe||Güner, Hüseyin T.||Pederson, Neil",,,"2017-06-12T01:11:57Z","2017-06-12T01:11:57Z","2016-11",,,,,,"0930-7575||1432-0894",,"10.1007/s00382-016-3010-1","http://hdl.handle.net/20.500.11850/113220","en","Springer",,,"Anatolia||Black Sea||Dendrochronology||Drought||EA/WR||NCP||NAO||Precipitation","Tree-ring reconstructed May–June precipitation in the Caucasus since 1752 CE","Journal Article","Metadata only",,,"2017-06-12T01:13:57Z",,,,"pub:174898",,"yes",,,,,,,,,,"imp59365423349df52857","000036174","84957571521",,,"Clim Dyn","9","Climate Dynamics","47","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","03535","03535","Published online 8 February 2016.","3027","3011","Heidelberg","published",,,,,,,"2017-07-18T14:35:50Z","2022-03-28T14:41:53Z","true",,"ECIT",,
"121816","20.500.11850/3","Rode, Michael||Wade, Andrew J.||Cohen, Matthew J.||Hensley, Robert T.||Bowes, Michael J.||Kirchner, James W.||Arhonditsis, George B.||Jordan, Phil||Kronvang, Brian||Halliday, Sarah J.||Skeffington, Richard A.||Rozemeijer, Joachim C.||Aubert, Alice H.||Rinke, Karsten||Jomaa, Seifeddine",,,"2017-06-12T14:43:39Z","2017-06-12T14:43:39Z","2016-10",,,,,,"0013-936X||1520-5851",,"10.1021/acs.est.6b02155","http://hdl.handle.net/20.500.11850/121849","en","American Chemical Society",,,,"Sensors in the Stream: The High-Frequency Wave of the Present","Journal Article","Metadata only",,,"2017-06-12T14:44:42Z",,,,"pub:184109",,"yes",,,,,,,,,,"imp593654cf4634091279","000033453",,,"000384841900002","Environ. Sci. Technol.","19","Environmental Science & Technology","50","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","03798","03798","Published online 29 August 2016.","10307","10297","Washington, DC","published",,,,,,,"2017-07-13T14:19:26Z","2023-02-06T13:33:06Z","true",,"ECIT",,
"307264","20.500.11850/3","Verma, Manish||Fisher, Joshua B.||Mallick, Kaniska||Ryu, Youngryel||Kobayashi, Hideki||Guillaume, Alexandre||Moore, Gregory||Ramakrishnan, Lavanya||Hendrix, Valerie||Wolf, Sebastian||Sikka, Munish||Kiely, Gerard||Wohlfahrt, Georg||Gielen, Bert||Roupsard, Olivier||Toscano, Piero||Arain, Altaf||Cescatti, Alessandro",,,"2019-08-30T08:59:22Z","2017-06-12T13:49:26Z||2019-08-30T08:59:22Z","2016-09-06",,"Reliable and fine resolution estimates of surface net-radiation are required for estimating latent and sensible heat fluxes between the land surface and the atmosphere. However, currently, fine resolution estimates of net-radiation are not available and consequently it is challenging to develop multi-year estimates of evapotranspiration at scales that can capture land surface heterogeneity and are relevant for policy and decision-making. We developed and evaluated a global net-radiation product at 5 km and 8-day resolution by combining mutually consistent atmosphere and land data from the Moderate Resolution Imaging Spectroradiometer (MODIS) on board Terra. Comparison with net-radiation measurements from 154 globally distributed sites (414 site-years) from the FLUXNET and Surface Radiation budget network (SURFRAD) showed that the net-radiation product agreed well with measurements across seasons and climate types in the extratropics (Wilmott’s index ranged from 0.74 for boreal to 0.63 for Mediterranean sites). Mean absolute deviation between the MODIS and measured net-radiation ranged from 38.0 ± 1.8 W∙m−2 in boreal to 72.0 ± 4.1 W∙m−2 in the tropical climates. The mean bias was small and constituted only 11%, 0.7%, 8.4%, 4.2%, 13.3%, and 5.4% of the mean absolute error in daytime net-radiation in boreal, Mediterranean, temperate-continental, temperate, semi-arid, and tropical climate, respectively. To assess the accuracy of the broader spatiotemporal patterns, we upscaled error-quantified MODIS net-radiation and compared it with the net-radiation estimates from the coarse spatial (1° × 1°) but high temporal resolution gridded net-radiation product from the Clouds and Earth’s Radiant Energy System (CERES). Our estimates agreed closely with the net-radiation estimates from the CERES. Difference between the two was less than 10 W·m−2 in 94% of the total land area. MODIS net-radiation product will be a valuable resource for the science community studying turbulent fluxes and energy budget at the Earth’s surface.","application/pdf","10.3929/ethz-b-000121303",,"2072-4292",,"10.3390/rs8090739","http://hdl.handle.net/20.500.11850/121303","en","MDPI","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Surface net-radiation||MODIS||FLUXNET||SURFRAD||Modeling||Validation","Global Surface Net-Radiation at 5 km from MODIS Terra","Journal Article","Open access",,,"2017-06-12T13:54:25Z",,,,"pub:183398",,"yes",,,,,,,,,,"imp593654c44304590996","010200880",,,"000385488000049","Remote Sens.","9","Remote Sensing","8","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","03798","03798",,,"739","Basel","published",,,,,,,"2017-07-14T13:32:18Z","2022-03-28T23:33:51Z","true","20 p.","ECIT","publishedVersion",
"120063","20.500.11850/3","Cailleret, Maxime||Bigler, Christof||Bugmann, Harald||Camarero, Jesús Julio||Čufar, Katarina||Davi, Hendrik||Mészáros, Ilona||Minunno, Francesco||Peltoniemi, Mikko||Robert, Elisabeth M.R.||Suarez, María Laura||Tognetti, Roberto||Martínez-Vilalta, Jordi",,,"2017-06-12T11:59:58Z","2017-06-12T11:59:58Z","2016-09",,,,,,"1051-0761||1939-5582",,"10.1890/15-1402.1","http://hdl.handle.net/20.500.11850/120096","en","Wiley",,,"Abies alba||Growth-mortality relationship||Logistic model||Nothofagus dombeyi||Quercus petraea||Sampling||Survival||Tree mortality||Tree ring","Towards a common methodology for developing logistic tree mortality models based on ring-width data","Journal Article","Metadata only",,,"2017-06-12T12:07:02Z",,,,"pub:182147",,"yes",,,,,,,,,,"imp593654ae0acaa51049","000580756","84985031421",,"000383358000018","Ecol. Appl.","6","Ecological Applications","26","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","03535","03535","Published online 2 September 2016.","1841","1827","Hoboken, NJ","published",,,,,,,"2017-08-01T17:04:22Z","2020-02-14T17:15:20Z","true",,"ECIT",,
"188047","20.500.11850/3","Hellmann, Lena||Agafonov, Leonid I.||Churakova, Olga V.||Düthorn, Elisabeth||Eggertsson, Ólafur||Esper, Jan||Kirdyanov, Alexander V.||Knorre, Anastasia A.||Moiseev, Pavel A.||Myglan, Vladimir S.||Nikolaev, Anatolii N.||Reinig, Frederick||Schweingruber, Fritz H.||Solomina, Olga N.||Tegel, Willy||Büntgen, Ulf",,,"2017-10-20T13:31:34Z","2017-06-12T06:46:55Z||2017-10-20T13:31:34Z","2016-09","2016-01-11",,,,,,,"10.1016/j.dendro.2015.12.010","http://hdl.handle.net/20.500.11850/116934","en","Elsevier",,,"Driftwood||Arctic||Dendro-provenancing||Boreal","Regional coherency of boreal forest growth defines Arctic driftwood provenancing","Journal Article","Metadata only",,"DDC - DDC::6 - Technology, medicine and applied sciences::630 - Agriculture||DDC - DDC::9 - History & geography::900 - History","2017-06-12T06:51:34Z",,,,"pub:178828",,"yes",,,,,,,,,,"imp5936546f3c6fa83637","000030460","84956478448",,"000386867600002",,,"Dendrochronologia","39","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","03535","03535",,"9","3","Amsterdam","published",,,,,,,"2017-10-20T13:31:36Z","2021-02-14T19:35:51Z","true",,"ECIT",,
"116152","20.500.11850/3","Anderegg, William R.L.||Martinez-Vilalta, Jordi||Cailleret, Maxime||Camarero, Jesús Julio||Ewers, Brent E.||Galbraith, David||Gessler, Arthur||Grote, Rüdiger||Huang, Cho-ying||Levick, Shaun R.||Powell, Thomas L.||Rowland, Lucy||Sánchez-Salguero, Raúl||Trotsiuk, Volodymyr",,,"2017-06-12T05:41:42Z","2017-06-12T05:41:42Z","2016-09",,,,,,"1432-9840||1435-0629",,"10.1007/s10021-016-9982-1","http://hdl.handle.net/20.500.11850/116185","en","Springer",,,"Disturbance||Recovery||Resilience||Productivity||Biodiversity||Carbon and water fluxes","When a Tree Dies in the Forest: Scaling Climate-Driven Tree Mortality to Ecosystem Water and Carbon Fluxes","Journal Article","Metadata only",,,"2017-06-12T05:44:40Z",,,,"pub:178041",,"yes",,,,,,,,,,"imp59365461ebabf41430","001907184","84964490722",,"000386710000014",,"6","Ecosystems","19","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","03535","03535","Published online 28 April 2016.","1147","1133","New York, NY","published",,,,,,,"2017-07-19T13:01:38Z","2020-02-14T16:52:45Z","true",,"ECIT",,
"118978","20.500.11850/3","Boreux, Virginie||Vaast, Philippe||Madappa, Lavin P.||Cheppudira, Kushalappa G.||Garcia, Claude||Ghazoul, Jaboury",,,"2017-06-12T10:10:02Z","2017-06-12T10:10:02Z","2016-09",,,,,,"1774-0746||0249-5627||1773-0155",,"10.1007/s13593-016-0377-7","http://hdl.handle.net/20.500.11850/119011","en","Springer",,,"Coffea canephora||Ecosystem services||Exotic species||Grevillea robusta||India||Kodagu||Management practices||Trade-offs","Agroforestry coffee production increased by native shade trees, irrigation, and liming","Journal Article","Metadata only",,,"2017-06-12T10:16:52Z",,,,"pub:180998",,"yes",,,,,,,,,,"imp593654989794f49974","004920455","84978966768",,"000384735600002","Agron. sustain. dev.","3","Agronomy for Sustainable Development","36","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury::08697 - Gruppe Forest Management & Development / Forest Management & Development Group","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury::08697 - Gruppe Forest Management & Development / Forest Management & Development Group","03723||08697","03723||08697","Published online 6 July 2016.",,"42","Berlin","published",,,,,,,"2017-07-19T10:29:46Z","2020-02-14T17:07:45Z","true","9 p.","ECIT",,
"164477","20.500.11850/3","Jenkins, Deborah A.||Lecomte, Nicolas||Schaefer, James A.||Olsen, Steffen M.||Swingedouw, Didier||Cote, Steeve D.||Pellissier, Loïc||Yannic, Glenn",,,"2017-06-19T16:13:12Z","2017-06-19T16:13:12Z","2016-09",,,,,,"1744-9561||1744-957X",,"10.1098/rsbl.2016.0235","http://hdl.handle.net/20.500.11850/164576","en","Royal Society",,,"Caribou||Connectivity||gene flow||Canadian Arctic Archipelago||Landscape genetics||Isolation by distance","Loss of connectivity among island-dwelling Peary caribou following sea ice decline","Journal Article","Metadata only",,,"2017-06-19T16:15:37Z",,,,"pub:184929",,"yes",,,,,,,,,,"imp593654dda095493209","004514289",,,"000386646700026","Biol. Lett.","9","Biology Letters","12","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09553 - Pellissier, Loïc / Pellissier, Loïc","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09553 - Pellissier, Loïc / Pellissier, Loïc","09553","09553",,,"20160235","London","published",,,,,,,"2017-07-26T20:29:44Z","2023-02-06T14:21:01Z","true","5 p.","ECIT",,
"122353","20.500.11850/3","Jenkins, Deborah A.||Lecomte, Nicolas||Schaefer, James A.||Olsen, Steffen M.||Swingedouw, Didier||Côté, Steeve D.||Pellissier, Loïc||Yannic, Glenn",,,"2017-06-12T15:34:29Z","2017-06-12T15:34:29Z","2016-09",,,,,,"1744-9561||1744-957X",,"10.1098/rsbl.2016.0235","http://hdl.handle.net/20.500.11850/122386","en","The Royal Society",,,"Canadian arctic archipelago||Caribou||Connectivity||Gene flow||Isolation by distance||Landscape genetics","Loss of connectivity among islanddwelling Peary caribou following sea ice decline","Journal Article","Metadata only",,,"2017-06-12T15:39:17Z",,,,"pub:184689",,"yes",,,,,,,,,,"imp593654d9bf1ed87586","004514289","84994115517",,,"Biol. Lett.","9","Biology Letters","12","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09553 - Pellissier, Loïc / Pellissier, Loïc","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09553 - Pellissier, Loïc / Pellissier, Loïc","09553","09553","Published online 20 September 2016.",,"20160235","London","published",,,,,,,"2017-07-15T04:53:45Z","2023-02-06T13:33:51Z","true","5 p.","ECIT",,
"107414","20.500.11850/3","Leprieur, Fabien||Colosio, Simona||Descombes, Patrice||Parravicini, Valeriano||Kulbicki, Michel||Cowman, Peter F.||Bellwood, David R.||Mouillot, David||Pellissier, Loïc",,,"2017-06-11T21:26:47Z","2017-06-11T21:26:47Z","2016-09",,,,,,"0906-7590||1600-0587",,"10.1111/ecog.01638","http://hdl.handle.net/20.500.11850/107447","en","Wiley",,,,"Historical and contemporary determinants of global phylogenetic structure in tropical reef fish faunas","Journal Article","Metadata only",,,"2017-06-11T21:27:42Z",,,,"pub:168044",,"yes",,,,,,,,,,"imp593653bb2284193274","000639155","84947997244",,"000383635600002",,"9","Ecography","39","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09553 - Pellissier, Loïc / Pellissier, Loïc","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09553 - Pellissier, Loïc / Pellissier, Loïc","09553","09553","Published online 16 November 2015.","835","825","Oxford","published",,,,,,,"2017-07-18T18:49:53Z","2023-02-06T13:07:15Z","true",,"ECIT",,
