id,collection,dc.contributor.author,dc.contributor.contactPerson,dc.contributor.editor,dc.contributor.researchGroup,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.title.alternative,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.ecitpid,ethz.ecolpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.geolocation.placename,ethz.geolocation.pointlat,ethz.geolocation.pointlong,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.hasPart,ethz.relation.isNewVersionOf,ethz.relation.isPartOf,ethz.relation.isPreviousVersionOf,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.title.subtitle,ethz.version.deposit
"312170","20.500.11850/8","Gangnat, Isabelle D.M.||Kreuzer, Michael||Silacci, Paolo||Berard, Joel",,,,,"2019-10-03T13:50:33Z","2017-06-11T22:40:41Z||2019-10-03T13:50:33Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/109467","en","ICOMST",,,"meat color||meat tenderness||muscle characteristics","Relation between muscle fiber types, post-mortem proteolysis and meat quality traits in suckling beef calves kept on alpine pastures",,"Conference Paper","Metadata only","Procceedings of the 61st International Congress of Meat Science and Technologies",,"2017-06-11T22:41:01Z",,"pub:170564",,"yes","61st International Congress of Meat Science and Technology (ICoMST 2015)","August 23-28, 2015","Clermont-Ferrand, France",,,,,,,,,,"imp593653e2cf2aa66860",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03428 - Kreuzer, Michael (emeritus) / Kreuzer, Michael (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03428 - Kreuzer, Michael (emeritus) / Kreuzer, Michael (emeritus)","03428","03428","Also published by INRA.",,,"s.l.","published",,,"http://icomst-proceedings.helsinki.fi/index.php?year=2015",,,"2019-10-03T13:50:46Z","2022-03-28T23:46:10Z","true","3 p.","ECIT",,
"231999","20.500.11850/3","Schöb, Christian||Kerle, Sarah||Karley, Alison J.||Morcillo, Luna||Pakeman, Robin J.||Newton, Adrian C.||Brooker, Rob W.",,,,,"2018-04-23T09:59:23Z","2017-12-18T15:47:23Z||2018-04-23T09:59:23Z","2015-01","2014-09-24",,,,,"0028-646X||1469-8137",,"10.1111/nph.13043","http://hdl.handle.net/20.500.11850/222335","en","Wiley-Blackwell",,,"barley (Hordeum vulgare) geno- types||complementarity effects||diversity–productivity relationship||genetic diversity||net biodiversity effects||sampling effects||species diversity||weeds","Intraspecific genetic diversity and composition modify species-level diversity-productivity relationships",,"Journal Article","Metadata only",,,"2017-12-18T15:47:23Z",,,,"no",,,,,,,,,,,,,,,,,,"New Phytol.","2","New Phytologist","205","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::09618 - Schöb, Christian (ehemalig) / Schöb, Christian (former)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::09618 - Schöb, Christian (ehemalig) / Schöb, Christian (former)","02350||00012||02703||09618","09618",,"730","720","Oxford","published",,,,,,"2018-04-23T09:59:25Z","2022-03-28T19:47:21Z","true",,"BATCH",,
"251940","20.500.11850/16","Zhou, Xuan",,,,"Kreuzer, Michael||Meile, Leo||Schwarm, Angela||Zeitz, Johanna O.","2018-09-06T08:55:43Z","2017-06-11T19:17:51Z||2017-08-23T11:48:31Z||2017-12-20T15:23:20Z||2018-09-06T08:55:43Z","2015","2015-09-07",,"application/pdf","10.3929/ethz-a-010510909",,,,,"http://hdl.handle.net/20.500.11850/104155","en","ETH Zurich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","RUMEN (ANIMAL PHYSIOLOGY, ANIMAL MORPHOLOGY)||METHANOBACTERIA (MICROBIOLOGY)||FETTE UND FETTSÄUREN IN FUTTERMITTELN (TIERERNÄHRUNG)||RUMINANT NUTRITION, RUMINANT FEEDING AND FEEDSTUFFS (ANIMAL NUTRITION)||FATS AND FATTY ACIDS IN FEEDSTUFFS (ANIMAL NUTRITION)||METHANOBACTERIA (MIKROBIOLOGIE)||WIEDERKÄUER-ERNÄHRUNG, WIEDERKÄUERFÜTTERUNG UND -FUTTER (TIERERNÄHRUNG)||METHANBILDUNG, METHANPRODUZIERENDE MIKROORGANISMEN (MIKROBIOLOGIE)||METHANOGENESIS, METHANE PRODUCING MICROORGANISMS (MICROBIOLOGY)||PANSEN (TIERPHYSIOLOGIE, TIERMORPHOLOGIE)","Investigating the mode of action of fatty acids against rumen methanogens",,"Doctoral Thesis","Open access",,"DDC - DDC::6 - Technology, medicine and applied sciences::630 - Agriculture||DDC - DDC::5 - Science::590 - Zoological sciences||DDC - DDC::5 - Science::570 - Life sciences","2017-06-11T19:17:59Z","2018-09-07","pub:162852","eth:48058","yes",,,,,,,,,,,,"22675","imp59366b7caa25559813||imp593653779efa292543","010510909",,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03428 - Kreuzer, Michael (emeritus) / Kreuzer, Michael (emeritus)||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03428 - Kreuzer, Michael (emeritus) / Kreuzer, Michael (emeritus)","03428||02350","03428",,,,"Zurich","published",,,,,,"2017-07-14T21:09:14Z","2022-03-28T21:11:54Z","true","110 p.","ECOL||ECIT",,
"254068","20.500.11850/3","Felber, Raphael||Münger, Andreas||Neftel, Albrecht||Ammann, Christoph",,,,,"2018-09-19T10:11:48Z","2017-06-11T18:04:11Z||2018-09-19T10:11:48Z","2015",,"Methane (CH4) from ruminants contributes one-third of global agricultural greenhouse gas emissions. Eddy covariance (EC) technique has been extensively used at various flux sites to investigate carbon dioxide exchange of ecosystems. Since the development of fast CH4 analyzers, the instrumentation at many flux sites has been amended for these gases. However, the application of EC over pastures is challenging due to the spatially and temporally uneven distribution of CH4 point sources induced by the grazing animals. We applied EC measurements during one grazing season over a pasture with 20 dairy cows (mean milk yield: 22.7 kg d−1) managed in a rotational grazing system. Individual cow positions were recorded by GPS trackers to attribute fluxes to animal emissions using a footprint model. Methane fluxes with cows in the footprint were up to 2 orders of magnitude higher than ecosystem fluxes without cows. Mean cow emissions of 423 ± 24 g CH4 head−1 d−1 (best estimate from this study) correspond well to animal respiration chamber measurements reported in the literature. However, a systematic effect of the distance between source and EC tower on cow emissions was found, which is attributed to the analytical footprint model used. We show that the EC method allows one to determine CH4 emissions of cows on a pasture if the data evaluation is adjusted for this purpose and if some cow distribution information is available.","application/pdf","10.3929/ethz-b-000102030",,"1726-4170||1726-4170",,"10.5194/bg-12-3925-2015","http://hdl.handle.net/20.500.11850/102030","en","Copernicus","Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/",,"Eddy covariance methane flux measurements over a grazed pasture: effect of cows as moving point sources",,"Journal Article","Open access",,,"2017-06-11T18:04:44Z",,"pub:160147",,"yes",,,,,,,,,,,,,"imp593653468942515858","006289717",,,"000357119000019",,"12","Biogeosciences","12","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03428 - Kreuzer, Michael (emeritus) / Kreuzer, Michael (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03428 - Kreuzer, Michael (emeritus) / Kreuzer, Michael (emeritus)","03428","03428",,"3940","3925","Goettingen","published",,,,,,"2017-07-18T15:19:49Z","2022-03-28T21:20:19Z","true",,"ECIT",,"publishedVersion"
"234415","20.500.11850/16","Gangnat, Isabelle D.M.",,,,"Kreuzer, Michael||Berard, Joel||Leiber, Florian","2018-05-09T07:10:30Z","2017-06-11T17:31:01Z||2017-08-18T11:55:58Z||2018-02-08T10:07:40Z||2018-05-09T07:10:30Z","2015","2015-05-06",,"application/pdf","10.3929/ethz-a-010432448",,,,,"http://hdl.handle.net/20.500.11850/100994","en","ETH Zurich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","MAST-KÄLBER + FLEISCH-RINDER (RINDERHALTUNG)||ALPWIRTSCHAFT (BERGLANDWIRTSCHAFT)||ALPINE FARMING (MOUNTAIN FARMING)||FLEISCH-BEWERTUNG + FLEISCH-ANALYSE + FLEISCH-QUALITÄT + FLEISCH-EIGENSCHAFTEN (FLEISCHPRODUKTE)||MEAT YIELD + FATTENING ANIMALS + FATTENING EFFICIENCY (ANIMAL HUSBANDRY)||GRASSLAND FARMING + PASTURE FARMING (AGRICULTURAL MANAGEMENT)||FATTY ACIDS (NUTRITIONAL PHYSIOLOGY)||MEAT EVALUATION + MEAT ANALYSIS + MEAT QUALITY + MEAT PROPERTIES + MEAT INSPECTION (MEAT PRODUCTS)||FATTENING CALVES + BEEF CATTLE (CATTLE HUSBANDRY)||MUSCLES DEVELOPMENT (ZOOHISTOLOGY)||FETTSÄUREN (ERNÄHRUNGSPHYSIOLOGIE)||MASTLEISTUNG + MASTTIERHALTUNG (TIERHALTUNG)||GRÜNLAND-WIRTSCHAFT + WEIDEWIRTSCHAFT (LANDWIRTSCHAFTLICHE BETRIEBSFÜHRUNG)||MUSKELENTWICKLUNG (ZOOHISTOLOGIE)","Effects of grazing conditions on alpine pastures on muscle growth, meat quality and fatty acid profile",,"Doctoral Thesis","Open access",,"DDC - DDC::6 - Technology, medicine and applied sciences::630 - Agriculture","2017-06-11T17:31:56Z","2018-05-06","pub:158644","eth:47710","yes",,,,,,,,,,,,"22576","imp5936532f0357a41542||imp59366b766380a19006","010432448",,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03428 - Kreuzer, Michael (emeritus) / Kreuzer, Michael (emeritus)||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03428 - Kreuzer, Michael (emeritus) / Kreuzer, Michael (emeritus)","03428||02350","03428",,,,"Zurich","published",,,,,,"2017-07-15T10:05:51Z","2022-03-28T20:02:59Z","true","120 p.","ECOL||ECIT",,
"164328","20.500.11850/8","Samootkwam, Kittipong||Jaturasitha, Sanchai||Tipnate, Bulgul||Waritthitham, Amphon||Wicke, Michael||Kreuzer, Michael",,,,,"2017-06-19T16:01:36Z","2017-06-19T16:01:36Z","2015",,,,,,"2210-7843",,"10.1016/j.aaspro.2015.08.022","http://hdl.handle.net/20.500.11850/164427","en","Elsevier BV",,,"Angus||White Lamphun||Holstein Friesian||Carcass||Meat","Effect of Improving Lamphun Cattle with Black Angus on Carcass and Meat Quality",,"Conference Paper","Metadata only",,,"2017-06-19T16:02:58Z",,"pub:170570",,"yes","1st International Conference on Asian Highland Natural Resources Management (AsiaHiLand 2015)","January 7 - 9, 2015","Chiang Mai, Thailand",,,,,,,,,,"imp593653e2e12d490675",,,,"000379872700022",,,"Agriculture and Agricultural Science Procedia","5","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03428 - Kreuzer, Michael (emeritus) / Kreuzer, Michael (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03428 - Kreuzer, Michael (emeritus) / Kreuzer, Michael (emeritus)","03428","03428","Published online 10 September 2015.","150","145","Amsterdam","published",,,,,,"2017-07-26T20:35:16Z","2022-03-28T17:02:34Z","true",,"ECIT",,
"107297","20.500.11850/3","Wall, Diana H.||Nielsen, Uffe N.||Six, Johan",,,,,"2017-06-11T21:24:09Z","2017-06-11T21:24:09Z","2015",,,,,,"0028-0836||1476-4687",,"10.1038/nature15744","http://hdl.handle.net/20.500.11850/107330","en","Nature Publ. Group",,,,"Soil biodiversity and human health",,"Journal Article","Metadata only",,,"2017-06-11T21:25:07Z",,"pub:167907",,"yes",,,,,,,,,,,,,"imp593653b9170cf84191","000984850","84949189268",,"000365606000050",,"7580","Nature","528","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03982 - Six, Johan / Six, Johan","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03982 - Six, Johan / Six, Johan","03982","03982",,"76","69","London","published",,,,,,"2017-07-20T15:14:31Z","2022-03-28T14:19:06Z","true",,"ECIT",,
"99679","20.500.11850/10","Grandl, F.||Luzi, S.P.||Furger, M.||Brandenburger, C.||Zeitz, J.O.||Kreuzer, M.||Schwarm, A.",,,,,"2017-06-11T16:51:14Z","2017-06-11T16:51:14Z","2015",,,,,"978-3-7690-4108-8",,,,"http://hdl.handle.net/20.500.11850/99712","en","Gesellschaft für Ernährungsphysiologie (GfE)",,,,"Feed intake, chewing behaviour and digestibility in dairy cows of different age fed Swiss standard or zero-concentrate diets",,"Other Conference Item","Metadata only","69th Conference 10th-12th March 2015 in Göttingen = 69. Tagung vom 10.-12.03.2014 in Göttingen",,"2017-06-11T16:52:04Z",,"pub:156026",,"yes","69th Conference of the Society of Nutrition Physiology","March 10-12, 2015","Göttingen, Germany",,,,,,,,,,"imp59365311488c983952","010421745",,,,"Proc. Soc. Nutr. Physiol.",,"Proceedings of the Society of Nutrition Physiology = Berichte der Gesellschaft für Ernährungsphysiologie","24","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03428 - Kreuzer, Michael (emeritus) / Kreuzer, Michael (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03428 - Kreuzer, Michael (emeritus) / Kreuzer, Michael (emeritus)","03428","03428","Conference lecture on March 11, 2015.","68","68","Frankfurt am Main","published",,,,,,"2017-07-26T04:07:56Z","2022-03-28T13:46:38Z","true",,"ECIT",,
"99681","20.500.11850/8","Müller, A.||Wang, S.||Hilfiker, D.||Marquardt, S.||Braun, U.||Kreuzer, M.||Schwarm, A.",,,,,"2017-06-11T16:51:15Z","2017-06-11T16:51:15Z","2015",,,,,"978-3-7690-4108-8",,,,"http://hdl.handle.net/20.500.11850/99714","en","DLG-Verlag",,,,"Effect of individual medicinal plants and mixtures thereof on in vitro ruminal fermentation",,"Conference Paper","Metadata only","69th Conference 10th-12th March 2015 in Göttingen = 69. Tagung vom 10.-12.03.2014 in Göttingen",,"2017-06-11T16:52:04Z",,"pub:156028",,"yes","69th Conference of the Society of Nutrition Physiology","March 10-12, 2015","Göttingen, Germany",,,,,,,,,,"imp5936531152fd595644","010421745",,,,"Proc. Soc. Nutr. Physiol.",,"Proceedings of the Society of Nutrition Physiology = Berichte der Gesellschaft für Ernährungsphysiologie","24","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03428 - Kreuzer, Michael (emeritus) / Kreuzer, Michael (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03428 - Kreuzer, Michael (emeritus) / Kreuzer, Michael (emeritus)","03428","03428",,"92","92","Frankfurt am Main","published",,,,,,"2017-07-19T12:45:24Z","2022-03-28T13:46:40Z","true","1 p.","ECIT",,
"99682","20.500.11850/10","Grosse Brinkhaus, A.||Bee, G.||Pellikaan, W.F.||Dohme-Meier, F.",,"Gesellschaft für Ernährungsphysiologie",,,"2017-06-11T16:51:15Z","2017-06-11T16:51:15Z","2015",,,,,"978-3-7690-4108-8",,,,"http://hdl.handle.net/20.500.11850/99715","en","DLG-Verlag",,,,"Impact of tannin extracts from sainfoin and birdsfoot trefoil on in vitro ruminal biohydrogenation of polyunsaturated fatty acids",,"Other Conference Item","Metadata only","69th Conference 10th-12th March 2015 in Göttingen = 69. Tagung vom 10.-12.03.2014 in Göttingen",,"2017-06-11T16:52:04Z",,"pub:156030",,"yes","69th Conference of the Society of Nutrition Physiology","March 10-12, 2015","Göttingen, Germany",,,,,,,,,,"imp593653115934618901","010421745",,,,"Proc. Soc. Nutr. Physiol.",,"Proceedings of the Society of Nutrition Physiology = Berichte der Gesellschaft für Ernährungsphysiologie","24","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03428 - Kreuzer, Michael (emeritus) / Kreuzer, Michael (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03428 - Kreuzer, Michael (emeritus) / Kreuzer, Michael (emeritus)","03428","03428",,"126","126","Frankfurt am Main","published",,,,,,"2017-07-19T11:44:01Z","2022-03-28T13:46:41Z","true",,"ECIT",,
"99680","20.500.11850/10","Stadtlander, T.||Häfliger, J.||Studerus, K.||Kreuzer, Michael",,"Gesellschaft für Ernährungsphysiologie",,,"2017-06-11T16:51:15Z","2017-06-11T16:51:15Z","2015",,,,,"978-3-7690-4108-8",,,,"http://hdl.handle.net/20.500.11850/99713","en","DLG-Verlag",,,,"Effects of low dietary inclusion of red alga Nori on growth and and feed utilization of rainbow trout",,"Other Conference Item","Metadata only","69th Conference 10th-12th March 2015 in Göttingen = 69. Tagung vom 10.-12.03.2014 in Göttingen",,"2017-06-11T16:52:04Z",,"pub:156027",,"yes","69th Conference of the Society of Nutrition Physiology","March 10-12, 2015","Göttingen, Germany",,,,,,,,,,"imp593653114df9092927","010421745",,,,"Proc. Soc. Nutr. Physiol.",,"Proceedings of the Society of Nutrition Physiology = Berichte der Gesellschaft für Ernährungsphysiologie","24","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03428 - Kreuzer, Michael (emeritus) / Kreuzer, Michael (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03428 - Kreuzer, Michael (emeritus) / Kreuzer, Michael (emeritus)","03428","03428",,"84","84","Frankfurt am Main","published",,,,,,"2017-07-19T11:44:01Z","2022-03-28T13:46:39Z","true",,"ECIT",,
"99684","20.500.11850/8","Müller, S.||Scheuss, K.||Gangnat, I.D.M.||Kreuzer, M.||Messikommer, R.E.",,"Gesellschaft für Ernährungsphysiologie",,,"2017-06-11T16:51:16Z","2017-06-11T16:51:16Z","2015",,,,,"978-3-7690-4108-8",,,,"http://hdl.handle.net/20.500.11850/99717","en","DLG-Verlag, 2015",,,,"Fattening performance and carcass conformation of dual purpose poultry genotypes in comparison to broiler and layer genotypes",,"Conference Paper","Metadata only",,,"2017-06-11T16:52:04Z",,"pub:156032",,"yes","69th Conference","March 10-12, 2015","Göttingen, Germany",,,,,,,,,,"imp593653116436256142","010421745",,,,,,"Proceedings of the Society Nutrition Physiology = Berichte der Gesellschaft für Ernährungsphysiologie","24","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03428 - Kreuzer, Michael (emeritus) / Kreuzer, Michael (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03428 - Kreuzer, Michael (emeritus) / Kreuzer, Michael (emeritus)","03428","03428",,"134","134","Frankfurt am Main","published",,,,,,"2017-07-19T11:41:44Z","2022-03-28T13:46:43Z","true","200 S. : Ill.","ECIT",,
"99685","20.500.11850/10","Gangnat, I.D.M.||Kreuzer, Michael||Berard, J.",,"Gesellschaft für Ernährungsphysiologie",,,"2017-06-11T16:51:16Z","2017-06-11T16:51:16Z","2015",,,,,"978-3-7690-4108-8",,,,"http://hdl.handle.net/20.500.11850/99718","en","DLG-Verlag",,,,"Locomotive and feeding behaviour as well as growth performance of beef calves on seasonal mountain pastures: Influence of the presence of adult females",,"Other Conference Item","Metadata only","69th Conference 10th-12th March 2015 in Göttingen = 69. Tagung vom 10.-12.03.2014 in Göttingen",,"2017-06-11T16:52:04Z",,"pub:156033",,"yes","69th Conference of the Society of Nutrition Physiology","March 10-12, 2015","Göttingen, Germany",,,,,,,,,,"imp5936531169b3d45928","010421745",,,,"Proc. Soc. Nutr. Physiol.",,"Proceedings of the Society of Nutrition Physiology = Berichte der Gesellschaft für Ernährungsphysiologie","24","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03428 - Kreuzer, Michael (emeritus) / Kreuzer, Michael (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03428 - Kreuzer, Michael (emeritus) / Kreuzer, Michael (emeritus)","03428","03428",,"138","138","Frankfurt","published",,,,,,"2017-07-19T11:44:00Z","2022-03-28T13:46:44Z","true",,"ECIT",,
"99683","20.500.11850/10","Frei, S.||Ortmann, S.||Hatt, J.-M.||Kreuzer, Michael||Clauss, Markus",,"Gesellschaft für Ernährungsphysiologie",,,"2017-06-11T16:51:16Z","2017-06-11T16:51:16Z","2015",,,,,"978-3-7690-4108-8",,,,"http://hdl.handle.net/20.500.11850/99716","en","DLG-Verlag",,,,"Methane production by avian herbivores",,"Other Conference Item","Metadata only","69th Conference 10th-12th March 2015 in Göttingen = 69. Tagung vom 10.-12.03.2014 in Göttingen",,"2017-06-11T16:52:04Z",,"pub:156031",,"yes","69th Conference of the Society of Nutrition Physiology","March 10-12, 2015","Göttingen, Germany",,,,,,,,,,"imp593653115ebd846550","010421745",,,,"Proc. Soc. Nutr. Physiol.",,"Proceedings of the Society of Nutrition Physiology = Berichte der Gesellschaft für Ernährungsphysiologie","24","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03428 - Kreuzer, Michael (emeritus) / Kreuzer, Michael (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03428 - Kreuzer, Michael (emeritus) / Kreuzer, Michael (emeritus)","03428","03428",,"107","107","Frankfurt am Main","published",,,,,,"2017-07-19T11:41:46Z","2022-03-28T13:46:42Z","true",,"ECIT",,
