id,collection,dc.contributor.author,dc.contributor.contactPerson,dc.contributor.editor,dc.contributor.researchGroup,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.title.alternative,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.ecitpid,ethz.ecolpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.geolocation.placename,ethz.geolocation.pointlat,ethz.geolocation.pointlong,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.hasPart,ethz.relation.isNewVersionOf,ethz.relation.isPartOf,ethz.relation.isPreviousVersionOf,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.title.subtitle,ethz.version.deposit
"105129","20.500.11850/8","Schrade, Sabine||Zähner, Michael||Poteko, Jernej||Steiner, Beat||Keck, Margret||Sax, Markus||Herzog, Daniel||Schick, Matthias",,,,,"2017-06-11T19:49:59Z","2017-06-11T19:49:59Z","2015",,,,,"978-3-945088-09-8||3-945088-09-7",,,,"http://hdl.handle.net/20.500.11850/105162","en","Kuratorium für Technik und Bauwesen in der Landwirtschaft",,,,"Versuchsstall zur Entwicklung und Quantifizierung von Massnahmen zur Minderung von Emissionen - Experimental housing for developing and quantifying emission abatement measures",,"Conference Paper","Metadata only","12. Tagung: Bau, Technik und Umwelt 2015 in der landwirtschaftlichen Nutztierhaltung: 8.-10. September 2015 in Freising",,"2017-06-11T19:50:50Z",,"pub:164609",,"yes","12. Tagung: Bau, Technik und Umwelt 2015 in der landwirtschaftlichen Nutztierhaltung","September 8-10, 2015","Freising, Germany",,,,,,,,,,"imp5936538c9d0f158986",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03428 - Kreuzer, Michael (emeritus) / Kreuzer, Michael (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03428 - Kreuzer, Michael (emeritus) / Kreuzer, Michael (emeritus)","03428","03428",,"455","450","Darmstadt","published",,,,,,"2017-07-26T20:17:47Z","2022-03-28T14:09:56Z","true",,"ECIT",,
"105184","20.500.11850/10","Studer, Bruno||Kopecký, David",,,,,"2017-06-11T19:50:30Z","2017-06-11T19:50:30Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/105217","en","Plant Biotechnology: Green for Good III",,,,"Towards understanding the structure and function of forage crop genomes",,"Other Conference Item","Metadata only",,,"2017-06-11T19:50:50Z",,"pub:164668",,"yes","Plant Biotechnology: Green for Good III","June 15-18, 2015","Olomouc, Czech Republic",,,,,,,,,,"imp5936538db8cf528810",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03969 - Studer, Bruno / Studer, Bruno","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03969 - Studer, Bruno / Studer, Bruno","03969","03969","Conference lecture on 15 June 2015.",,,"Olomouc","unpublished",,,,,,"2017-07-19T13:15:20Z","2022-03-28T14:10:03Z","true",,"ECIT",,
"105808","20.500.11850/8","Marton, Silvia M.R.R.||Zimmermann, Albert||Gaillard, Gérard",,"Gritti, Emmanuel S.,||Wery, Jacques",,,"2017-06-11T20:19:24Z","2017-06-11T20:19:24Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/105841","en","FSD",,,,"Division of labour in dairy farming – a way to increase income and reduce environmental impact?",,"Conference Paper","Metadata only","Proceeding of the 5th International Symposium for Farming Systems Design",,"2017-06-11T20:19:27Z",,"pub:165637",,"yes","5th International Symposium for Farming Systems Design (FSD 2015)","September 7-10, 2015","Montpellier, France",,,,,,,,,,"imp5936539ac3c3499376",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03428 - Kreuzer, Michael (emeritus) / Kreuzer, Michael (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03428 - Kreuzer, Michael (emeritus) / Kreuzer, Michael (emeritus)","03428","03428",,"342","341","Montpellier","published",,,,,,"2017-07-14T20:07:29Z","2022-03-28T14:12:52Z","true",,"ECIT",,
"105807","20.500.11850/10","Glinoubol, J.||Mahinchai, P.||Wicke, M.||Kreuzer, M.||Jaturasitha, S.",,,,,"2017-06-11T20:19:24Z","2017-06-11T20:19:24Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/105840","en",,,,,"Comparison of Carcass and Meat Quality of Pietrain × Thai Native and Duroc × Meishan Crossbred Pigs",,"Other Conference Item","Metadata only",,,"2017-06-11T20:19:27Z",,"pub:165636",,"yes","5th Asian Conference on Green Technology in Agriculture 2015","July 19-22, 2015","Chiang Mai, Thailand",,,,,,,,,,"imp5936539ac1ba393630",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03428 - Kreuzer, Michael (emeritus) / Kreuzer, Michael (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03428 - Kreuzer, Michael (emeritus) / Kreuzer, Michael (emeritus)","03428","03428","Conference lecture on 21 July 2015.",,,,"unpublished",,,,,,"2017-07-13T02:48:32Z","2022-03-28T14:12:51Z","true",,"ECIT",,
"105130","20.500.11850/10","Berard, Joel||Zehnder, T.||Schneider, M.||Lüscher, A.||Kreuzer, Michael",,,,,"2017-06-11T19:49:59Z","2017-06-11T19:49:59Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/105163","en","ETH Zürich, World Food System Center",,,,"Is extensive grazing on subalpine pastures a successful strategy to preserve biodiversity and to produce of meat with special quality?",,"Other Conference Item","Metadata only","World Food System. Conference 2015. Program and Abstracts. Congressi Stefano Franscini, Monte Verità, Ascona, Switzerland. June 21-26, 2015",,"2017-06-11T19:50:50Z",,"pub:164610",,"yes","Tackling World Food System Challanges: World Food System Conference 2015","June 21-26, 2015","Ascona, Switzerland",,,,,,,,,,"imp5936538c9f47796301",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03428 - Kreuzer, Michael (emeritus) / Kreuzer, Michael (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03428 - Kreuzer, Michael (emeritus) / Kreuzer, Michael (emeritus)","03428","03428",,"76","76","Zürich","published",,,,,,"2017-07-26T20:08:08Z","2022-03-28T14:09:58Z","true",,"ECIT",,
"105447","20.500.11850/9","Nay, Michelle||Yates, Steven||Manzanares, Chloe||Studer, Bruno",,,,,"2017-06-11T20:09:23Z","2017-06-11T20:09:23Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/105480","en","Schweizerische Gesellschaft für Pflanzenbauwissenschaften",,,,"Forward genetics screening using mutagenized seeds of perennial ryegrass: A tool to identify beneficial alleles for abiotic stress resistance",,"Conference Poster","Metadata only",,,"2017-06-11T20:10:02Z",,"pub:165097",,"yes","23. Jahrestagung der Schweiz. Gesellschaft für Plfanzenbauwissenschaften (SGPW)","March 20, 2015","Zollikofen, Switzerland",,,,,,,,,,"imp59365393b46de53068",,,,,,,"Bulletin SGPW/SSA","27","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03969 - Studer, Bruno / Studer, Bruno","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03969 - Studer, Bruno / Studer, Bruno","03969","03969",,"20","20","Lindau","published",,,,,,"2017-07-13T02:43:40Z","2022-03-28T14:11:09Z","true",,"ECIT",,
"105809","20.500.11850/8","Regan, John||Marton, Silvia M.R.R.||Barrantes, Olivia||Ruane, Eimear||Hanegraaf, Marjoleine||Berland, Jérémy||Reine, Ramon||Pellerin, Sylvain||Nesme, Thomas",,"Gritti, Emmanuel S.,||Wery, Jacques",,,"2017-06-11T20:20:51Z","2017-06-11T20:20:51Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/105842","en","Agropolis International",,,,"Does the recoupling of crop and livestock production at the district level lead to environmental benefits? A case-study approach in Europe",,"Conference Paper","Metadata only","Proceedings of the 5th International Symposium for Farming Systems Design FSD5. Montpellier, September 7 - 10, 2015",,"2017-06-11T20:21:50Z",,"pub:165638",,"no","5th International Symposium for Farming Systems Design (AGRO 2015)","September 7-10, 2015","Montpellier, France",,,,,,,,,,"imp5936539ac552369936",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03428 - Kreuzer, Michael (emeritus) / Kreuzer, Michael (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03428 - Kreuzer, Michael (emeritus) / Kreuzer, Michael (emeritus)","03428","03428",,"210","209","Montpellier","published",,,,,,"2017-07-13T02:48:29Z","2022-03-28T14:12:53Z","true",,"ECIT",,
"105810","20.500.11850/8","Marton, Silvia M.R.R.||Guggenberger, Thomas",,,,,"2017-06-11T20:20:51Z","2017-06-11T20:20:51Z","2015",,,,,"978-3-902849-28-1",,,,"http://hdl.handle.net/20.500.11850/105843","en","Höhere Bundeslehr- und Forschungsanstalt für Landwirtschaft Raumberg-Gumpenstein",,,,"Umweltanalyse am Beispiel Milch",,"Conference Paper","Metadata only","Abschlusstagung des Projektes FarmLife, 22.-23.9.2015, Bericht HBLFA Raumberg-Gumpenstein 2015",,"2017-06-11T20:21:50Z",,"pub:165639",,"yes","Abschlusstagung des Projektes FarmLife","September 22-23, 2015","Raumberg-Gumpenstein, Austria",,,,,,,,,,"imp5936539ac717f90002",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03428 - Kreuzer, Michael (emeritus) / Kreuzer, Michael (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03428 - Kreuzer, Michael (emeritus) / Kreuzer, Michael (emeritus)","03428","03428",,"62","53","Irdning-Donnersbachtal","published",,,,,,"2017-07-14T20:07:30Z","2022-03-28T14:12:54Z","true",,"ECIT",,
"104121","20.500.11850/3","Madsen, J.G.||Bee, G.",,,,,"2017-06-11T19:17:50Z","2017-06-11T19:17:50Z","2015",,,"application/pdf","10.3929/ethz-b-000104154",,"1751-7311||1751-732X",,"10.1017/S1751731114002663","http://hdl.handle.net/20.500.11850/104154","en","Cambridge University Press","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","Birth weight||Carcass quality||Compensatory growth||Growth efficiency||Pig","Compensatory growth feeding strategy does not overcome negative effects on growth and carcass composition of low birth weight pigs",,"Journal Article","Open access",,,"2017-06-11T19:17:59Z","2020-03-01","pub:162850",,"yes",,,,,,,,,,,,,"imp59365377944c786659",,,,,,"3","Animal","9","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03428 - Kreuzer, Michael (emeritus) / Kreuzer, Michael (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03428 - Kreuzer, Michael (emeritus) / Kreuzer, Michael (emeritus)","03428","03428","Received 17 March 2014, Accepted 28 August 2014, First published online 11 November 2014. It was possible to publish this article open access thanks to a Swiss National Licence with the publisher","436","427","Cambridge","published",,,,,,"2017-07-31T15:38:55Z","2022-03-28T14:05:38Z","true",,"ECIT",,"publishedVersion"
"104313","20.500.11850/8","Albiker, Danielle||Bieler, Rebecca||Zweifel, Ruedi",,,,,"2017-06-11T19:23:31Z","2017-06-11T19:23:31Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/104346","en","European Symposium on Poultry Nutrition",,,"Layers||Crude fibre||Plumage||Performance","Crude Fibre in Layer Feed Influences Performance and Plumage of LSL Hybrid",,"Conference Paper","Metadata only","20th European Symposium on Poultry Nutrition. 24–27 August 2015 | Prague, Czech Republic. FULL PAPERS. 20th European Symposium on Poultry Nutrition (ESPN)",,"2017-06-11T19:23:44Z",,"pub:163188",,"yes","20th European Symposium on Poultry Nutrition (ESPN 2015)","August 24–27, 2015","Prague, Czech Republic",,,,,,,,,,"imp5936537bc4e0385056",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03428 - Kreuzer, Michael (emeritus) / Kreuzer, Michael (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03428 - Kreuzer, Michael (emeritus) / Kreuzer, Michael (emeritus)","03428","03428","Paper number: P-131 (ID 54).","396","394","Prague","published",,,,,,"2017-07-19T12:52:21Z","2022-03-28T14:06:33Z","true",,"ECIT",,
"104699","20.500.11850/10","Mueller, Sabine||Gangnat, Isabelle D.M.||Messikommer, Ruth E.||Visschers, Vivianne||Siegrist, Michael||Kreuzer, Michael",,,,,"2017-06-11T19:36:59Z","2017-06-11T19:36:59Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/104732","en","ETH-Zürich, Institute of Agricultural Sciences",,,,"Elements of successful novel dual prupose chicken production systems: Biological background, feed requirements and efficiency, meat and egg quality, and consumer perception",,"Other Conference Item","Metadata only","Symposium for new PhD students 2015",,"2017-06-11T19:37:17Z",,"pub:163874",,"yes","Symposium for New Phd students 2015","October 29-30, 2015","Einsiedeln, Switzerland",,,,,,,,,,"imp59365383b8efd53651",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03428 - Kreuzer, Michael (emeritus) / Kreuzer, Michael (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03428 - Kreuzer, Michael (emeritus) / Kreuzer, Michael (emeritus)","03428","03428",,"24","24","Zürich","published",,,,,,"2017-07-14T20:39:45Z","2022-03-28T14:08:13Z","true",,"ECIT",,
"104698","20.500.11850/10","Akert, Franziska||Reidy, Beat||Berard, Joel||Hofstetter, Pius||Kreuzer, Michael",,,,,"2017-06-11T19:36:59Z","2017-06-11T19:36:59Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/104731","en","ETH-Zürich, Institute of Agricultural Sciences",,,,"Ressource efficiency and influence on milk composition of forage-based milk production systems",,"Other Conference Item","Metadata only","Symposium for new PhD students 2015",,"2017-06-11T19:37:17Z",,"pub:163873",,"yes","Symposium for New Phd students 2015","October 29-30, 2015","Einsiedeln, Switzerland",,,,,,,,,,"imp59365383b751095005",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03428 - Kreuzer, Michael (emeritus) / Kreuzer, Michael (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03428 - Kreuzer, Michael (emeritus) / Kreuzer, Michael (emeritus)","03428","03428",,"25","25","Zürich","published",,,,,,"2017-07-19T08:19:38Z","2022-03-28T14:08:12Z","true",,"ECIT",,
"104697","20.500.11850/10","Zehnder, Tobias||Schneider, Manuel K.||Berard, Joel||Lüscher, Andreas||Kreuzer, Michael",,,,,"2017-06-11T19:36:59Z","2017-06-11T19:36:59Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/104730","en","ETH-Zürich, Institute of Agricultural Sciences",,,,"Extensive grazing for biodiversity and meat production - EG4BM",,"Other Conference Item","Metadata only","Symposium for new PhD students 2015",,"2017-06-11T19:37:17Z",,"pub:163872",,"yes","Symposium for New Phd students 2015","October 29-30, 2015","Einsiedeln, Switzerland",,,,,,,,,,"imp59365383b5a0841807",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03428 - Kreuzer, Michael (emeritus) / Kreuzer, Michael (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03428 - Kreuzer, Michael (emeritus) / Kreuzer, Michael (emeritus)","03428","03428",,"26","26","Zürich","published",,,,,,"2017-07-13T05:48:05Z","2022-03-28T14:08:11Z","true",,"ECIT",,
"107820","20.500.11850/9","Ragot, S.A.||Mészaros, E.||Kertesz, M.A.||Frossard, E.||Bünemann, Else K.",,,,,"2017-06-11T21:38:38Z","2017-06-11T21:38:38Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/107853","en","Zurich-Basel Plant Science Center",,,,"Composition of soil microorganisms harboring the phoD and phoX alkaline phosphatase genes as affected by land-use type, climate and soil type",,"Conference Poster","Metadata only","Book of abstracts - Symposium of the Zurich-Basel Plant Science Center ""Unlocking the potential of diversity""",,"2017-06-11T21:39:25Z",,"pub:168605",,"yes","Plant Science Symposium 2015","December 3, 2015","Zurich, Switzerland",,,,,,,,,,"imp593653c38d4ef97432",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03427 - Frossard, Emmanuel / Frossard, Emmanuel","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03427 - Frossard, Emmanuel / Frossard, Emmanuel","03427","03427","Poster presentation on 3 December 2015.","29","29",,"published",,,,,,"2017-07-13T05:59:51Z","2022-03-28T14:21:16Z","true",,"ECIT",,
